dlcs,expansions,id,keywords,release_dates,similar_games,tags
0,"[112732, 113098]",103054,"[34, 16811, 18406, 22853, 22854]","[153845, 153846, 153847, 178547]","[34155, 78632, 80916, 81249, 81680, 96217, 102584, 105049, 106987, 119171]","[1, 22, 23, 268435468, 268435487, 536870946, 536887723, 536889318, 536893765, 536893766]"
0,0,7344,"[296, 386, 477, 966, 1098, 1119, 1158, 1293, 1466, 1494, 1507, 2049, 2155, 2875, 3794, 4004, 4134, 4135, 4138, 4148, 4150, 4235, 4239, 4282, 4344, 4355, 4527, 4541, 4568, 4694, 4790, 5111, 5150, 5308, 5315, 5316, 5317, 5318, 5329, 5342, 5460, 5581, 5632, 5772, 6128, 6749, 9225]","[27583, 27584]","[9174, 9278, 11646, 18182, 19150, 24426, 26855, 55173, 55190, 56033]","[1, 17, 20, 268435464, 268435465, 268435487, 268435488, 536871208, 536871298, 536871389, 536871878, 536872010, 536872031, 536872070, 536872205, 536872378, 536872406, 536872419, 536872961, 536873067, 536873787, 536874706, 536874916, 536875046, 536875047, 536875050, 536875060, 536875062, 536875147, 536875151, 536875194, 536875256, 536875267, 536875439, 536875453, 536875480, 536875606, 536875702, 536876023, 536876062, 536876220, 536876227, 536876228, 536876229, 536876230, 536876241, 536876254, 536876372, 536876493, 536876544, 536876684, 536877040, 536877661, 536880137]"
0,0,32510,"[3171, 3782]","[76601, 76602]","[7615, 13196, 17613, 36346, 40477, 55036, 58958, 64902, 77597, 102057]","[268435471, 268435472, 536874083, 536874694]"
0,0,15851,"[26, 27, 1166]","[64684, 147411]","[701, 18681, 30830, 57738, 100359, 103377, 106814, 114287, 119422, 120268]","[1, 268435470, 268435489, 536870938, 536870939, 536872078]"
0,0,11737,[23382],"[170354, 170355]","[18225, 25311, 55038, 55984, 81249, 86477, 105269, 107318, 111130, 116530]","[1, 18, 38, 43, 268435487, 536894294]"
0,0,10243,"[19, 1471, 4225]","[38074, 38075, 38076]","[6985, 9856, 16497, 28794, 31480, 55029, 78550, 79134, 106112, 117497]","[22, 268435467, 268435471, 536870931, 536872383, 536875137]"
0,"[122700, 122701, 122702]",113109,0,[168260],"[54775, 76253, 78632, 96217, 103168, 103303, 105049, 106987, 115278, 115280]","[1, 268435468, 268435481]"
0,0,26758,"[87, 121, 296, 301, 332, 649, 902, 1935, 2049, 2071, 2155, 2229, 2324, 3061, 3533, 4154, 4161, 4183, 4188, 4196, 4218, 4221, 4224, 4239, 4266, 4288, 4297, 4389, 4438, 4450, 4465, 4473, 4480, 4528, 4552, 4573, 4698, 4731, 4777, 4783, 4787, 4831, 4869, 4880, 4888, 4907, 4944, 4951, 5011, 5045, 5097, 5157, 5171, 5410, 5618, 5654, 5664, 5841, 5976, 6138, 6139, 6142, 6143, 6148, 6150, 6156, 6158, 6159, 6179, 6192, 6649, 6774, 6798, 6808, 6950, 7125, 7230, 7241, 7243, 7576, 7694, 7696, 8239, 8248, 8267, 9364, 9775, 10168, 10931, 10932, 10933, 10934, 12078, 12080, 12083, 12084, 12085, 12087, 12088, 12089, 12556, 15795]",[113146],"[1074, 1078, 3222, 3349, 6705, 7331, 7346, 19560, 25657, 26855]","[1, 17, 33, 38, 268435464, 268435487, 536870999, 536871033, 536871208, 536871213, 536871244, 536871561, 536871814, 536872847, 536872961, 536872983, 536873067, 536873141, 536873236, 536873973, 536874445, 536875066, 536875073, 536875095, 536875100, 536875108, 536875130, 536875133, 536875136, 536875151, 536875178, 536875200, 536875209, 536875301, 536875350, 536875362, 536875377, 536875385, 536875392, 536875440, 536875464, 536875485, 536875610, 536875643, 536875689, 536875695, 536875699, 536875743, 536875781, 536875792, 536875800, 536875819, 536875856, 536875863, 536875923, 536875957, 536876009, 536876069, 536876083, 536876322, 536876530, 536876566, 536876576, 536876753, 536876888, 536877050, 536877051, 536877054, 536877055, 536877060, 536877062, 536877068, 536877070, 536877071, 536877091, 536877104, 536877561, 536877686, 536877710, 536877720, 536877862, 536878037, 536878142, 536878153, 536878155, 536878488, 536878606, 536878608, 536879151, 536879160, 536879179, 536880276, 536880687, 536881080, 536881843, 536881844, 536881845, 536881846, 536882990, 536882992, 536882995, 536882996, 536882997, 536882999, 536883000, 536883001, 536883468, 536886707]"
0,0,75242,"[4134, 4234]","[168174, 168175]","[19164, 43367, 103281, 103292, 103298, 103301, 105049, 105269, 106805, 119177]","[1, 20, 268435461, 536875046, 536875146]"
0,0,26658,"[1120, 3176, 3177, 3178, 4131]",[160208],"[11668, 13189, 13210, 18225, 19817, 25646, 37419, 55027, 111130, 114455]","[1, 19, 21, 268435487, 268435488, 536872032, 536874088, 536874089, 536874090, 536875043]"
0,0,51213,0,[97139],"[1447, 25636, 35737, 49414, 50786, 56036, 99118, 111287, 112082, 115989]",[268435468]
0,0,103369,[3126],"[166358, 166359, 166360, 166762, 166763, 166764]","[19164, 47160, 54775, 96217, 103288, 103303, 106987, 112589, 112916, 115278]","[1, 17, 268435460, 536874038]"
0,0,20331,"[117, 258, 296, 415, 416, 426, 1026, 1333, 2335, 2399, 2752, 3782, 4134, 4253, 4698, 4882]","[123720, 123721, 167584, 169322, 169323]","[7615, 9278, 14394, 19150, 19404, 22387, 23733, 26574, 27092, 36198]","[17, 268435468, 268435471, 268435487, 268435488, 536871029, 536871170, 536871208, 536871327, 536871328, 536871338, 536871938, 536872245, 536873247, 536873311, 536873664, 536874694, 536875046, 536875165, 536875610, 536875794]"
"[113120, 122260, 122261]",0,90101,"[409, 2209, 2555, 2646, 3910, 10101, 11772, 16992]",[153859],"[19164, 54775, 96217, 103303, 103369, 106987, 112916, 113360, 115278, 115653]","[1, 17, 268435460, 536871321, 536873121, 536873467, 536873558, 536874822, 536881013, 536882684, 536887904]"
0,0,90965,0,[150912],"[23195, 68458, 87150, 87170, 87514, 87728, 89817, 90788, 104100, 120268]",[268435489]
0,0,119119,0,[170131],"[19075, 22483, 28129, 28465, 77745, 77884, 101573, 110779, 115734, 117665]","[42, 268435469]"
0,0,19085,"[61, 117, 132, 164, 253, 548, 1219, 1471, 1507, 1567, 2679, 3776, 3782, 4134, 4449, 4871, 4882, 4903, 5350, 6737, 6871, 8888, 9139, 9155, 9156, 9157]","[56740, 56741, 56742, 71536, 71537, 71538, 117411, 120078]","[7213, 9789, 18869, 19301, 19376, 23733, 34269, 36198, 51945, 78550]","[1, 23, 268435467, 268435471, 268435480, 268435488, 536870973, 536871029, 536871044, 536871076, 536871165, 536871460, 536872131, 536872383, 536872419, 536872479, 536873591, 536874688, 536874694, 536875046, 536875361, 536875783, 536875794, 536875815, 536876262, 536877649, 536877783, 536879800, 536880051, 536880067, 536880068, 536880069]"
0,0,115740,"[2619, 3586]",0,"[19075, 28465, 32688, 75900, 115733, 115735, 115737, 115739, 115741, 115742]","[42, 536873531, 536874498]"
0,0,18841,"[217, 350, 413, 1027, 1127, 1294, 1295, 1416, 2378, 2379]","[172673, 172674, 172675]","[9835, 13189, 18011, 24426, 25222, 25646, 27266, 56033, 96217, 113360]","[17, 19, 27, 268435458, 268435487, 268435488, 536871129, 536871262, 536871325, 536871939, 536872039, 536872206, 536872207, 536872328, 536873290, 536873291]"
0,0,8559,"[1, 40, 453, 4259, 4446, 4619, 5468, 6076, 6340, 9730, 9874, 11092, 11094, 12123, 12218, 13199, 13478]",[52018],"[3201, 8422, 10964, 15536, 28751, 57217, 58075, 64311, 68286, 68287]","[1, 21, 23, 268435461, 536870913, 536870952, 536871365, 536875171, 536875358, 536875531, 536876380, 536876988, 536877252, 536880642, 536880786, 536882004, 536882006, 536883035, 536883130, 536884111, 536884390]"
0,0,116559,"[521, 2399, 16752]","[168688, 168743, 168744, 168745]","[55199, 55984, 81249, 96217, 101608, 105049, 106987, 115278, 116530, 119171]","[1, 17, 31, 43, 268435468, 268435487, 536871433, 536873311, 536887664]"
0,0,115301,0,"[165170, 165171, 165172]",0,0
0,0,7599,"[26, 27, 72, 170, 271, 558, 826, 901, 962, 966, 970, 1027, 1033, 1079, 1228, 1272, 1293, 1726, 1783, 1834, 2406, 2574, 2746, 2995, 3794, 4094, 4134, 4145, 4180, 4186, 4198, 4202, 4220, 4241, 4245, 4287, 4304, 4317, 4344, 4345, 4353, 4359, 4414, 4418, 4432, 4446, 4508, 4525, 4582, 4586, 4592, 4594, 4599, 4601, 4603, 4611, 4625, 4633, 4640, 4660, 4725, 4733, 4737, 4738, 4766, 4783, 4788, 4796, 4829, 4830, 4831, 4833, 4835, 4837, 4855, 4869, 4870, 4919, 4968, 4973, 4975, 4977, 5011, 5160, 5161, 5186, 5196, 5197, 5216, 5217, 5222, 5266, 5268, 5276, 5317, 5329, 5362, 5379, 5380, 5405, 5410, 5420, 5421, 5423, 5424, 5426, 5432, 5460, 5544, 5547, 5549, 5561, 5704, 5705, 5713, 5799, 5855, 5909, 5955, 5989, 6010, 6011, 6012, 6020, 6056, 6117, 6261, 6271, 6356, 6425, 6428, 6429, 6433, 6449, 6712, 7188, 7514, 7672, 8280, 8912, 8967, 9150, 9252, 9972, 10538, 10539, 10540, 10541, 10542, 10543, 19588]","[25568, 25569, 25570, 25571, 25572, 121162, 131186, 131187, 136120, 147114, 147629, 156038]","[1342, 1906, 2993, 3042, 3188, 9727, 9730, 11233, 11270, 19441]","[1, 17, 18, 31, 268435468, 268435487, 536870938, 536870939, 536870984, 536871082, 536871183, 536871470, 536871738, 536871813, 536871874, 536871878, 536871882, 536871939, 536871945, 536871991, 536872140, 536872184, 536872205, 536872638, 536872695, 536872746, 536873318, 536873486, 536873658, 536873907, 536874706, 536875006, 536875046, 536875057, 536875092, 536875098, 536875110, 536875114, 536875132, 536875153, 536875157, 536875199, 536875216, 536875229, 536875256, 536875257, 536875265, 536875271, 536875326, 536875330, 536875344, 536875358, 536875420, 536875437, 536875494, 536875498, 536875504, 536875506, 536875511, 536875513, 536875515, 536875523, 536875537, 536875545, 536875552, 536875572, 536875637, 536875645, 536875649, 536875650, 536875678, 536875695, 536875700, 536875708, 536875741, 536875742, 536875743, 536875745, 536875747, 536875749, 536875767, 536875781, 536875782, 536875831, 536875880, 536875885, 536875887, 536875889, 536875923, 536876072, 536876073, 536876098, 536876108, 536876109, 536876128, 536876129, 536876134, 536876178, 536876180, 536876188, 536876229, 536876241, 536876274, 536876291, 536876292, 536876317, 536876322, 536876332, 536876333, 536876335, 536876336, 536876338, 536876344, 536876372, 536876456, 536876459, 536876461, 536876473, 536876616, 536876617, 536876625, 536876711, 536876767, 536876821, 536876867, 536876901, 536876922, 536876923, 536876924, 536876932, 536876968, 536877029, 536877173, 536877183, 536877268, 536877337, 536877340, 536877341, 536877345, 536877361, 536877624, 536878100, 536878426, 536878584, 536879192, 536879824, 536879879, 536880062, 536880164, 536880884, 536881450, 536881451, 536881452, 536881453, 536881454, 536881455, 536890500]"
0,0,101573,0,0,"[36258, 87485, 105264, 106008, 109462, 112754, 114766, 115392, 117665, 119119]",[268435469]
0,0,27378,[4157],"[172654, 172655]","[27553, 40470, 44178, 55192, 59341, 80382, 103018, 107196, 107215, 109292]","[268435466, 536875069]"
0,0,9760,0,"[123165, 123166]","[34024, 36258, 53189, 55029, 55056, 77334, 78550, 79134, 89560, 118218]","[23, 39, 268435471]"
0,0,1352,"[117, 296, 532, 617, 992, 1027, 1098, 1437, 1710, 2049, 2199, 2337, 2543, 2800, 3110, 4171, 4187, 4239, 4245, 4282, 4296, 4359, 4364, 4410, 4438, 4525, 4541, 4698, 4726, 4783, 4897, 5103, 5111, 5157, 5273, 5317, 5533, 5628, 5802, 5839, 5896, 6145, 6326, 6472, 6637, 7372, 7469, 7576, 7600, 7619, 8179, 9942, 9951, 10090, 10211, 10502, 11146, 11247, 11513, 11704, 12462, 12463, 12643, 17215, 19318, 23382]","[103757, 103758, 103759, 133797, 133798, 170234, 174013, 174014, 174015, 174016, 174017, 174018]","[7344, 19150, 20342, 22387, 24426, 26226, 28309, 36198, 55190, 56033]","[1, 268435463, 268435464, 268435468, 268435487, 268435488, 536871029, 536871208, 536871444, 536871529, 536871904, 536871939, 536872010, 536872349, 536872622, 536872961, 536873111, 536873249, 536873455, 536873712, 536874022, 536875083, 536875099, 536875151, 536875157, 536875194, 536875208, 536875271, 536875276, 536875322, 536875350, 536875437, 536875453, 536875610, 536875638, 536875695, 536875809, 536876015, 536876023, 536876069, 536876185, 536876229, 536876445, 536876540, 536876714, 536876751, 536876808, 536877057, 536877238, 536877384, 536877549, 536878284, 536878381, 536878488, 536878512, 536878531, 536879091, 536880854, 536880863, 536881002, 536881123, 536881414, 536882058, 536882159, 536882425, 536882616, 536883374, 536883375, 536883555, 536888127, 536890230, 536894294]"
0,0,112754,0,[165891],"[17613, 33603, 36258, 51577, 55888, 65827, 76340, 79134, 109339, 121764]","[268435469, 268435471]"
0,0,18020,"[16, 131, 426, 1120, 1697]","[160205, 170287, 170288]","[11668, 18011, 19817, 25646, 27266, 28070, 37419, 56033, 81680, 114455]","[1, 19, 268435465, 268435469, 268435487, 268435488, 536870928, 536871043, 536871338, 536872032, 536872609]"
0,0,114285,[58],"[173762, 173763, 173764, 173765, 179305]","[101573, 102805, 103218, 106814, 116352, 116353, 117665, 118871, 120126, 121435]","[268435469, 268435470, 536870970]"
0,0,43165,"[69, 78, 296, 994, 1026, 1148]","[163224, 166634, 166635, 166636]","[17548, 26145, 26574, 28309, 29348, 30245, 31515, 35994, 36198, 80916]","[38, 268435468, 268435469, 268435487, 268435488, 536870981, 536870990, 536871208, 536871906, 536871938, 536872060]"
0,0,36977,"[844, 1961, 3586]",[84161],"[19075, 27301, 28465, 41895, 43097, 43367, 51991, 75797, 76263, 105269]","[1, 42, 268435461, 268435488, 536871756, 536872873, 536874498]"
0,0,75797,"[847, 1961, 3586]",[128491],"[22426, 22472, 27301, 28465, 41895, 43097, 43130, 51991, 75900, 103232]","[42, 268435487, 268435488, 536871759, 536872873, 536874498]"
0,0,19249,"[121, 165, 201, 339, 453, 887, 947, 970, 974, 1033, 1148, 1403, 1459, 1473]",[50851],"[3239, 9243, 9552, 10776, 17130, 17379, 25300, 25311, 26145, 26574]","[1, 18, 21, 33, 38, 268435461, 268435469, 268435471, 268435487, 268435488, 536871033, 536871077, 536871113, 536871251, 536871365, 536871799, 536871859, 536871882, 536871886, 536871945, 536872060, 536872315, 536872371, 536872385]"
[8227],0,662,"[60, 392, 594, 606, 649, 994, 1103, 1148, 1158, 1471, 1632, 1728, 1737, 2910, 3533, 3782, 4155, 4767, 4872, 4998, 5325, 5362, 5369, 5418, 5783, 6167, 6232, 6645, 6767, 7572, 8146, 9382, 11474]","[38054, 38055, 38056, 38057, 38058, 38059]","[303, 2002, 2040, 4795, 5447, 9058, 9789, 10774, 20776, 28325]","[17, 22, 268435467, 268435469, 268435471, 268435487, 536870972, 536871304, 536871506, 536871518, 536871561, 536871906, 536872015, 536872060, 536872070, 536872383, 536872544, 536872640, 536872649, 536873822, 536874445, 536874694, 536875067, 536875679, 536875784, 536875910, 536876237, 536876274, 536876281, 536876330, 536876695, 536877079, 536877144, 536877557, 536877679, 536878484, 536879058, 536880294, 536882386]"
0,0,110503,0,"[162370, 162371, 162372, 162373]","[25222, 25646, 27266, 28070, 55190, 81275, 106992, 109129, 116681, 119702]","[268435464, 268435465, 268435487, 268435488]"
[118201],0,27316,"[4155, 4224, 4357, 4412]","[164127, 164128, 164129]","[28168, 55038, 55199, 55984, 81249, 96217, 101608, 106987, 113360, 119171]","[1, 17, 22, 23, 268435487, 536875067, 536875136, 536875269, 536875324]"
0,0,65503,"[1027, 1283]",[170841],"[236, 24426, 25222, 28070, 96200, 96217, 106987, 106992, 115653, 116681]","[17, 268435465, 268435487, 536871939, 536872195]"
0,0,58958,[3171],0,"[11407, 24959, 28018, 32510, 56135, 60693, 64902, 76552, 80120, 80213]","[268435472, 536874083]"
0,0,9834,"[22, 96, 226, 227, 296, 332, 497, 592, 594, 1026, 1320, 2066, 2154, 2561, 2668, 2806, 2910, 3431, 3782, 4099, 4219, 4249, 4284, 4353, 4363, 4394, 4417, 4419, 4425, 4460, 4540, 4552, 4619, 4702, 4727, 4755, 4759, 4879, 4943, 5095, 5146, 5283, 5298, 5374, 5580, 5591, 5600, 5616, 5702, 5741, 5818, 5935, 6295, 6541, 6653, 6704, 6780, 6781, 7161, 7440, 7616, 7619, 9086, 9382, 9650, 9738, 10020, 10021, 13621]",[29061],"[660, 1593, 2365, 3155, 5652, 7027, 9938, 10297, 10388, 14394]","[17, 268435467, 268435468, 268435471, 536870934, 536871008, 536871138, 536871139, 536871208, 536871244, 536871409, 536871504, 536871506, 536871938, 536872232, 536872978, 536873066, 536873473, 536873580, 536873718, 536873822, 536874343, 536874694, 536875011, 536875131, 536875161, 536875196, 536875265, 536875275, 536875306, 536875329, 536875331, 536875337, 536875372, 536875452, 536875464, 536875531, 536875614, 536875639, 536875667, 536875671, 536875791, 536875855, 536876007, 536876058, 536876195, 536876210, 536876286, 536876492, 536876503, 536876512, 536876528, 536876614, 536876653, 536876730, 536876847, 536877207, 536877453, 536877565, 536877616, 536877692, 536877693, 536878073, 536878352, 536878528, 536878531, 536879998, 536880294, 536880562, 536880650, 536880932, 536880933, 536884533]"
0,0,11668,"[1120, 1402]","[167924, 167925]","[13189, 18011, 19817, 25646, 26658, 27266, 28070, 56033, 111130, 116681]","[1, 19, 21, 268435465, 268435487, 268435488, 536872032, 536872314]"
0,0,87485,0,[148131],"[25311, 25636, 49414, 51213, 56036, 81680, 101573, 109339, 109462, 117665]","[268435468, 268435469]"
0,0,19542,"[510, 606, 994, 1148, 1206, 1607, 1905, 4154, 4882, 8254]",[168299],"[9789, 13200, 17130, 17519, 19301, 26145, 29173, 31515, 55590, 55689]","[18, 21, 268435469, 268435488, 536871422, 536871518, 536871906, 536872060, 536872118, 536872519, 536872817, 536875066, 536875794, 536879166]"
0,0,114795,"[92, 2181, 3510, 23863]","[164629, 164630, 164631]","[26950, 55038, 95340, 103276, 103298, 103301, 105049, 105269, 107318, 113362]","[1, 18, 268435461, 536871004, 536873093, 536874422, 536894775]"
0,0,106279,0,[167282],"[25311, 26145, 26574, 28277, 37419, 81275, 81680, 87975, 105011, 111130]","[21, 23, 268435469, 268435487, 268435488]"
0,[119302],19541,"[69, 1033, 4131, 4224, 4356, 4357, 4883]","[148707, 148708]","[10776, 13210, 17379, 19561, 25300, 26145, 28168, 37016, 54842, 102584]","[19, 21, 38, 268435468, 536870981, 536871945, 536875043, 536875136, 536875268, 536875269, 536875795]"
0,0,7364,"[20, 61, 78, 94, 107, 274, 343, 846, 847, 1027, 1097, 1504, 1714, 1961, 2115, 2452, 2679, 4137, 4245, 4286, 4369, 4406, 4446, 4494, 4544, 4560, 4807, 4850, 4855, 4921, 5328, 5329, 5331, 5354, 5411, 6064, 6070, 6325, 6326, 6493, 6540, 6734, 7149, 7188, 7387, 7400, 9140, 9182, 9415]","[19034, 19039, 31574, 31575, 31576, 125762]","[9648, 15830, 17906, 19785, 22422, 22423, 22490, 37138, 59048, 59218]","[27, 31, 42, 268435460, 268435463, 268435469, 268435487, 536870932, 536870973, 536870990, 536871006, 536871019, 536871186, 536871255, 536871758, 536871759, 536871939, 536872009, 536872416, 536872626, 536872873, 536873027, 536873364, 536873591, 536875049, 536875157, 536875198, 536875281, 536875318, 536875358, 536875406, 536875456, 536875472, 536875719, 536875762, 536875767, 536875833, 536876240, 536876241, 536876243, 536876266, 536876323, 536876976, 536876982, 536877237, 536877238, 536877405, 536877452, 536877646, 536878061, 536878100, 536878299, 536878312, 536880052, 536880094, 536880327]"
0,0,119507,"[466, 904, 974, 2030]","[174546, 176911, 176912, 180078]","[19164, 26950, 55038, 74701, 90099, 103276, 103292, 105049, 105269, 107318]","[1, 18, 38, 268435461, 268435487, 536871378, 536871816, 536871886, 536872942]"
[26282],[17473],1121,"[21, 103, 121, 129, 132, 154, 222, 251, 301, 314, 380, 594, 617, 714, 864, 872, 1019, 1025, 1033, 1098, 1158, 1219, 1293, 1309, 1403, 1423, 1440, 1459, 1638, 1669, 1678, 1714, 1783, 1950, 1971, 2002, 2141, 2280, 2440, 2800, 2898, 2977, 2992, 3203, 3794, 3831, 3901, 3994, 4035, 4134, 4146, 4147, 4157, 4169, 4182, 4186, 4199, 4202, 4213, 4221, 4242, 4245, 4246, 4285, 4287, 4305, 4312, 4317, 4338, 4345, 4350, 4353, 4359, 4361, 4374, 4388, 4393, 4396, 4403, 4410, 4414, 4418, 4446, 4450, 4490, 4508, 4520, 4525, 4571, 4578, 4579, 4580, 4582, 4586, 4589, 4592, 4598, 4613, 4615, 4624, 4625, 4628, 4633, 4652, 4660, 4668, 4711, 4717, 4737, 4738, 4756, 4788, 4830, 4831, 4838, 4839, 4842, 4852, 4891, 4892, 4896, 4901, 4910, 4918, 4927, 4980, 5011, 5025, 5037, 5045, 5120, 5151, 5156, 5159, 5161, 5185, 5186, 5196, 5197, 5214, 5217, 5219, 5257, 5267, 5285, 5302, 5306, 5309, 5323, 5327, 5350, 5362, 5363, 5369, 5381, 5390, 5402, 5417, 5420, 5427, 5451, 5468, 5479, 5502, 5507, 5510, 5511, 5517, 5521, 5534, 5554, 5561, 5574, 5586, 5590, 5609, 5659, 5664, 5760, 5775, 5792, 5800, 5811, 5812, 5815, 5847, 5909, 5939, 5942, 5999, 6002, 6056, 6066, 6116, 6197, 6213, 6237, 6239, 6254, 6258, 6266, 6267, 6268, 6269, 6295, 6327, 6352, 6363, 6366, 6374, 6376, 6413, 6414, 6420, 6431, 6451, 6471, 6478, 6587, 6607, 6693, 6731, 6737, 6814, 6829, 6841, 6897, 6995, 7064, 7067, 7080, 7089, 7189, 7303, 7335, 7350, 7351, 7353, 7399, 7503, 8121, 8147, 8150, 8263, 8912, 8964, 8967, 9066, 9067, 9068, 9069, 9070, 9071, 9072, 9073, 10338, 10437, 10737, 11094, 11204, 11248, 11249, 11250, 17215, 18403, 18404, 19662, 19937]","[23700, 23701, 23702, 23703, 23704, 23705, 23706, 23707, 106824, 106825, 134344, 134345, 136447]","[533, 960, 1020, 1377, 2031, 2033, 3042, 3188, 9498, 19441]","[1, 18, 23, 33, 38, 268435461, 268435466, 268435487, 536870933, 536871015, 536871033, 536871041, 536871044, 536871066, 536871134, 536871163, 536871213, 536871226, 536871292, 536871506, 536871529, 536871626, 536871776, 536871784, 536871931, 536871937, 536871945, 536872010, 536872070, 536872131, 536872205, 536872221, 536872315, 536872335, 536872352, 536872371, 536872550, 536872581, 536872590, 536872626, 536872695, 536872862, 536872883, 536872914, 536873053, 536873192, 536873352, 536873712, 536873810, 536873889, 536873904, 536874115, 536874706, 536874743, 536874813, 536874906, 536874947, 536875046, 536875058, 536875059, 536875069, 536875081, 536875094, 536875098, 536875111, 536875114, 536875125, 536875133, 536875154, 536875157, 536875158, 536875197, 536875199, 536875217, 536875224, 536875229, 536875250, 536875257, 536875262, 536875265, 536875271, 536875273, 536875286, 536875300, 536875305, 536875308, 536875315, 536875322, 536875326, 536875330, 536875358, 536875362, 536875402, 536875420, 536875432, 536875437, 536875483, 536875490, 536875491, 536875492, 536875494, 536875498, 536875501, 536875504, 536875510, 536875525, 536875527, 536875536, 536875537, 536875540, 536875545, 536875564, 536875572, 536875580, 536875623, 536875629, 536875649, 536875650, 536875668, 536875700, 536875742, 536875743, 536875750, 536875751, 536875754, 536875764, 536875803, 536875804, 536875808, 536875813, 536875822, 536875830, 536875839, 536875892, 536875923, 536875937, 536875949, 536875957, 536876032, 536876063, 536876068, 536876071, 536876073, 536876097, 536876098, 536876108, 536876109, 536876126, 536876129, 536876131, 536876169, 536876179, 536876197, 536876214, 536876218, 536876221, 536876235, 536876239, 536876262, 536876274, 536876275, 536876281, 536876293, 536876302, 536876314, 536876329, 536876332, 536876339, 536876363, 536876380, 536876391, 536876414, 536876419, 536876422, 536876423, 536876429, 536876433, 536876446, 536876466, 536876473, 536876486, 536876498, 536876502, 536876521, 536876571, 536876576, 536876672, 536876687, 536876704, 536876712, 536876723, 536876724, 536876727, 536876759, 536876821, 536876851, 536876854, 536876911, 536876914, 536876968, 536876978, 536877028, 536877109, 536877125, 536877149, 536877151, 536877166, 536877170, 536877178, 536877179, 536877180, 536877181, 536877207, 536877239, 536877264, 536877275, 536877278, 536877286, 536877288, 536877325, 536877326, 536877332, 536877343, 536877363, 536877383, 536877390, 536877499, 536877519, 536877605, 536877643, 536877649, 536877726, 536877741, 536877753, 536877809, 536877907, 536877976, 536877979, 536877992, 536878001, 536878101, 536878215, 536878247, 536878262, 536878263, 536878265, 536878311, 536878415, 536879033, 536879059, 536879062, 536879175, 536879824, 536879876, 536879879, 536879978, 536879979, 536879980, 536879981, 536879982, 536879983, 536879984, 536879985, 536881250, 536881349, 536881649, 536882006, 536882116, 536882160, 536882161, 536882162, 536888127, 536889315, 536889316, 536890574, 536890849]"
0,0,103295,0,[173110],"[29783, 37419, 81275, 87622, 96217, 105269, 111130, 113360, 113895, 115785]","[1, 268435487, 268435488]"
0,0,8744,"[1, 301, 453, 466, 563, 664, 878, 879, 1025, 1333, 1373, 3673, 3831, 4259, 4330, 4350, 4397, 4414, 4444, 4446, 4460, 4571, 4579, 4580, 4660, 4712, 4713, 4730, 4816, 4826, 4905, 4906, 4989, 4992, 5309, 5350, 5466, 5775, 6298, 6305, 6315, 6352, 6356, 6397, 6521, 6581, 6589, 6624, 6693, 6694, 6829, 6895, 7038, 7405, 7504, 8130, 8142, 8766, 8918, 9022, 9072, 9154, 9628, 9698, 9869, 9905, 9914, 10105, 10107, 10108, 10321, 10372, 10374, 10389, 10674, 10677, 11087, 11092, 11463, 11711, 11712, 11714, 11858, 11962, 11970, 12849, 13199, 13325, 13571, 13947, 14118, 16608, 16609]","[26169, 26170]","[241, 316, 564, 1372, 1842, 3201, 5812, 6043, 9495, 15536]","[1, 268435461, 268435480, 536870913, 536871213, 536871365, 536871378, 536871475, 536871576, 536871790, 536871791, 536871937, 536872245, 536872285, 536874585, 536874743, 536875171, 536875242, 536875262, 536875309, 536875326, 536875356, 536875358, 536875372, 536875483, 536875491, 536875492, 536875572, 536875624, 536875625, 536875642, 536875728, 536875738, 536875817, 536875818, 536875901, 536875904, 536876221, 536876262, 536876378, 536876687, 536877210, 536877217, 536877227, 536877264, 536877268, 536877309, 536877433, 536877493, 536877501, 536877536, 536877605, 536877606, 536877741, 536877807, 536877950, 536878317, 536878416, 536879042, 536879054, 536879678, 536879830, 536879934, 536879984, 536880066, 536880540, 536880610, 536880781, 536880817, 536880826, 536881017, 536881019, 536881020, 536881233, 536881284, 536881286, 536881301, 536881586, 536881589, 536881999, 536882004, 536882375, 536882623, 536882624, 536882626, 536882770, 536882874, 536882882, 536883761, 536884111, 536884237, 536884483, 536884859, 536885030, 536887520, 536887521]"
0,0,60044,"[1495, 2875]",[120552],"[10603, 20329, 20342, 25222, 26223, 77529, 78389, 81416, 82953, 95776]","[268435465, 536872407, 536873787]"
0,0,55077,"[254, 683, 1308]","[111152, 151006]","[25311, 26145, 26574, 35994, 37419, 51577, 65827, 81680, 96217, 109339]","[1, 268435468, 268435469, 268435470, 268435471, 268435488, 536871166, 536871595, 536872220]"
