,id,aggregated_rating,aggregated_rating_count,category,first_release_date,franchise,hypes,name,popularity,pulse_count,rating,rating_count,slug,storyline,summary,time_to_beat,total_rating,total_rating_count,url
401,65503,78.3333333333333,3.0,0,1562803200.0,,10.0,Sky: Children of the Light,29.3042699717348,44.0,,,sky-children-of-the-light,,"Limited time iOS exclusive. 
 
""Embark on a unforgettable social adventure and an ever expanding world. 
 
Sky: Light Awaits is a heartwarming and beautifully-animated social adventure experience designed to be played together by you and your loved ones. 
 
Set in a wonderland above the clouds, Sky invites you and your friends to fly up to explore the buried mysteries together and rebuild a fallen kingdom for its ancient inhabitants. Using your courage and compassion, players must connect as a community to share and build on their flame to spread light back into the world.""",,78.3333333333333,3.0,https://www.igdb.com/games/sky-children-of-the-light
402,58958,,,0,,,4.0,Monster Musume: Everyday Life with Monster Girls Online,29.3042699717348,,,,monster-musume-everyday-life-with-monster-girls-online,,"A card collection game based on the Monster Musume universe, gameplay is similar to Kantai Collection.",,,,https://www.igdb.com/games/monster-musume-everyday-life-with-monster-girls-online
403,9834,,,0,1084752000.0,557.0,,Warlords Battlecry III,29.3042699717348,,87.4269969939197,10.0,warlords-battlecry-iii,,"Warlords Battlecry III further expands the Battlecry tradition of featuring persistent RPG-like fantasy heroes with its retinue of loyal followers fighting massive battles in the Warlords' world of Etheria. It is a true sequel to Warlords Battlecry I & II, featuring many familiar races and troop-types, while also adding some new ones into the mix. 

Warlords Battlecry III continue to perfect its automated feature system, greatly reducing gameplay micromanagement and quickly proving to be the holy grail of RTS games among gamers of the genre. 

While being a strong RTS outright, there are also numerous activities for players to engage in between battles, such as obtaining titles and awards, trading and purchasing items & retinue members, and even an upgradeable castle to reflect your importance and influence in the world of Etheria. 

Extra features included in Warlords Battlecry III are specifically geared to please the legions of previous Battlecry players, including the removal of hero and unit caps, the addition of new special abilities for high-level heroes and the creation of an intuitive hero system. All of these features, coupled with new races and hero classes, new spells and items, and new building and dragons meld to form a Real-Time Strategy game that once again raises the benchmark for other games in the genre. Warlords Battlecry III is poised to receive even greater accolades than the previous award-winning titles in the Warlords Battlecry series.",,87.4269969939197,10.0,https://www.igdb.com/games/warlords-battlecry-iii
404,11668,65.0,1.0,0,1558656000.0,,,Dollhouse,29.08140170424083,13.0,70.0,1.0,dollhouse,,"Delve deep into your mind to unravel the truth. However, beware that your own conscience is hunting you down, with a twist that allows you to see through its eyes at a deadly cost.",,67.5,2.0,https://www.igdb.com/games/dollhouse
405,87485,,,0,1518566400.0,,,WildCraft: Wild Sim Online,28.86120473147943,,100.0,7.0,wildcraft-wild-sim-online,,"Explore nature as a wild animal and raise a family in the new RPG adventure Wildcraft! Play as your favorite wild animal and travel around a 3D world!

Start your adventure as a wolf, fox, lynx and more, and raise a family. Join online multiplayer games so you can play with friends and protect your family from dangerous enemies. Unlock new animal breeds as your family legacy grows!

Start living as different animals in the new online sim Wildcraft!

WILDCRAFT FEATURES:

Choose Animal Breeds
- Start your adventure as a:
- Wolf
- Fox
- Lynx
- And more!

Raise a Family
- Customize each family member by name, gender, fur color, bark, eyes, body size, and more!
- Raise a family and have up to six cubs per animal family.
- Want to start a new life? Leave your current family to start a new one.

Explore a 3D World
- Explore a huge 3D world full of unique locations.
- Battle the elements and live just as a wild animal would in summer, winter, spring and fall.

Battle Enemies
- As a wild animal, you’ll face dangerous enemies.
- Protect your family from predators and other enemies.
- Defeat specific enemies to unlock fighting achievements.

Online Adventure Games
- Play with friends, explore the world and battle enemies.
- Help protect your own family and your friend’s family by battling.

Friends & Leaderboards
- Play with other players so you can battle enemies together.
- See when other your friends are online and join their adventure.
- Make the leaderboard for winning battles and being a high level.

Raise a family as one of your favorite wild animals and explore a huge 3D world. Join friends to battle more enemies, or take them on alone to make your adventure more challenging in Wildcraft!

Download today to start a life as an animal!",,100.0,7.0,https://www.igdb.com/games/wildcraft-wild-sim-online
406,19542,,,0,1559001600.0,,7.0,Oxygen Not Included,28.85853343674685,35.0,78.2283429469345,26.0,oxygen-not-included,,"""Oxygen Not Included is a space-colony simulation game. Manage your colonists and help them dig, build and maintain a subterranean asteroid base. 
 
You'll need water, warmth, food, and oxygen to keep them alive, and even more than that to keep them happy.""",,78.2283429469345,26.0,https://www.igdb.com/games/oxygen-not-included
407,114795,89.0,12.0,0,1549238400.0,,,Apex Legends,28.6383150936276,1525.0,78.1495502260447,113.0,apex-legends,"A WORLD WHERE ANYTHING GOES 
 
The Frontier War is over. After hundreds of years of conflict between the Interstellar Manufacturing Corporation and the Militia founded to fight them, the far-off region of space known as the Frontier can finally know peace. 
 
But liberation can come at a cost: when the IMC and the Militia departed, they took everything of value and left the Frontier worlds in disarray. With no way to support themselves, the people of the Frontier had no choice but to leave their homes. The brave relocated to the Outlands. 
 
A remote cluster of planets on the fringes of the Frontier, the Outlands are untouched by war and teeming with resources and opportunity. But life is cheap here, and danger lurks around every corner. Its pioneers, explorers, and outlaws used to spend their lives locked in an endless power struggle – now, they settle their differences in the Apex Games, a bloodsport where Legends from all corners of the Frontier compete for money, fame, and glory.","Conquer with character in Apex Legends, a free-to-play battle royale game where legendary challengers fight for glory, fame, and fortune on the fringes of the Frontier. Explore a growing roster of diverse characters and experience intense tactical squad play in a bold, new evolution of battle royale.",,83.57477511302234,125.0,https://www.igdb.com/games/apex-legends
408,106279,,,0,1577750400.0,,12.0,Among Trees,28.6383150936276,6.0,,,among-trees,,"A vibrant first-person survival adventure, Among Trees is set in a colorful wilderness world teeming with life. 
 
SETTLE DOWN IN YOUR NEW HOME 
This is your little wood cabin. Located in the heart of a lush forest, the cabin is expandable: build new rooms and unlock additional game mechanics, including food cooking, plant growing, and tool crafting. 
 
UNCOVER ALL THE WONDERS OF THE FOREST 
Explore a colorful, breathing world that is filled to the brim with life. From dense forests to dark caves. 
 
SURVIVE ANY WAY YOU CAN 
Stay safe as you explore. Do what you need to do: scavenging for food, catching fish, and chopping down trees. 
 
WONDER AND MAJESTY SURROUND YOU IN THIS GAME 
Stay stealthy so that you can avoid the wild, deadly beasts that roam the forest. Stay warm during ice cold blizzards – and who knows what other dangers the night brings.",,,,https://www.igdb.com/games/among-trees
409,19541,66.5,15.0,0,1526947200.0,,35.0,State of Decay 2,28.6383150936276,231.0,71.6764418513842,32.0,state-of-decay-2,,"The next installment in the critically acclaimed “State of Decay” franchise immerses you in an all-new, multiplayer zombie survival fantasy. Build a lasting community, working with other players or solo to overcome challenges while exploring your own unique story in a world that remembers the choices you make.",,69.0882209256921,47.0,https://www.igdb.com/games/state-of-decay-2
410,7364,90.0,1.0,0,1185494400.0,,,Little Busters!,28.6383150936276,3.0,79.58855667733441,7.0,little-busters,,"Little Busters! is a Japanese visual novel developed by Key. The story follows the life of Riki Naoe, a high school student who has been a member of a group of friends named the Little Busters since childhood. Riki brings multiple girls at his school into the Little Busters to have enough people to play a baseball game. The game is rated for all ages in Japan, but a version containing adult content named Little Busters! Ecstasy exists as well.",7364.0,84.7942783386672,8.0,https://www.igdb.com/games/little-busters
411,119507,77.4285714285714,9.0,4,1569888000.0,960.0,1.0,Destiny 2: Shadowkeep,28.63806430456441,142.0,,,destiny-2-shadowkeep,"As the heroes of the last safe city turned their attention to frontiers beyond the protection of the Vanguard, new Nightmares have emerged from the shadows of our long-forgotten Moon. Called forth by the haunting visions from her tormented past, Eris Morn has returned and unleashed something that once slumbered beneath the lunar surface – a long dormant power even she cannot control.","Destiny 2: Shadowkeep does not require ownership of any previous Destiny 2 expansions to purchase or play. 
 
Something stirs on the surface of our forgotten moon – spiritual remnants of the past, haunted by the memories of their deaths. So strong is their torment that it has begun to reshape reality itself, calling forth waking nightmares that mimic foes once thought conquered by Guardians: warlords, mercenaries, prisoners, and disciples now imbued with dark power, fed by fear itself.",,77.4285714285714,9.0,https://www.igdb.com/games/destiny-2-shadowkeep
412,1121,81.09523809523809,23.0,0,1401148800.0,,47.0,Watch_Dogs,28.63806430456441,16.0,75.00643438692141,439.0,watch-dogs,"You play as Aiden Pearce, a brilliant hacker and former thug, whose criminal past led to a violent family tragedy. While seeking justice for those events, you'll monitor and hack those around you by manipulating the ctOS from the palm of your hand. You'll access omnipresent security cameras, download personal information to locate a target, control traffic lights and public transportation to stop the enemy... and more.","Set in Chicago, where a central network of computers connects everyone and everything, Watch_Dogs explores the impact of technology within our society. Using the city as your weapon, you will embark on a personal mission to inflict your own brand of justice. Chicago's overarching network is known as the Central Operating System (ctOS), and it controls almost all of the city's technology and information - including key data on all of the city's residents.",1121.0,78.05083624107975,462.0,https://www.igdb.com/games/watch-dogs
413,103295,,,0,1609372800.0,,4.0,Secret Neighbor,28.63566516925287,,,,secret-neighbor,,"Secret Neighbor is a Multiplayer Social Horror game set in the Hello Neighbor universe. 
 
A group of kids tries to sneak into their creepy Neighbor's basement to rescue their missing friend. The only problem is one of the players is a traitor in disguise. 
 
Yes, you can play as the Neighbor.",,,,https://www.igdb.com/games/secret-neighbor
414,8744,81.0,1.0,0,1017014400.0,,,Global Operations,28.63566516925287,,69.81881022441421,10.0,global-operations,,Global Operations is a first-person tactical shooter computer game developed by Barking Dog Studios and published by both Crave Entertainment and Electronic Arts. It was released in March 2002. (Wikipedia),,75.4094051122071,11.0,https://www.igdb.com/games/global-operations
415,60044,,,0,1459900800.0,,,Injection,28.5765334726919,,,,injection,,A programming puzzle game where the player must hack the game's code to progress.,,,,https://www.igdb.com/games/injection
416,55077,,,0,1503446400.0,,,Beast Battle Simulator,28.44697900528875,4.0,95.53730810424852,9.0,beast-battle-simulator,,"Beast Battle Simulator is a physics based battle-simulation sandbox game featuring dinosaurs and animals. Kamikaze Zebras VS. T-Rex with laser guns, Lions with machine guns VS. a flock of 50 seagulls; anything is possible! Watch as the beasts dismember and rip each other apart in gory detail!",55077.0,95.53730810424852,9.0,https://www.igdb.com/games/beast-battle-simulator
417,538,93.2142857142857,16.0,0,1361836800.0,,,Bioshock Infinite,28.41542545577576,10.0,85.25565073002,1206.0,bioshock-infinite,"Indebted to the wrong people, with his life on the line, veteran of the U.S. Cavalry and now hired gun, Booker DeWitt has only one opportunity to wipe his slate clean. He must rescue Elizabeth, a mysterious girl imprisoned since childhood and locked up in the flying city of Columbia. Forced to trust one another, Booker and Elizabeth form a powerful bond during their daring escape. Together, they learn to harness an expanding arsenal of weapons and abilities, as they fight on zeppelins in the clouds, along high-speed Sky-Lines, and down in the streets of Columbia, all while surviving the threats of the air-city and uncovering its dark secret.","This first-person story-driven shooter and entry in the Bioshock franchise follows Booker DeWitt as he enters the floating independent (formerly US) city of Columbia in 1912 and attempts to retrieve a girl trapped in a tower by the city's self-proclaimed despot/prophet in order to erase his financial debt. Throughout the story, themes of violence, racism and fatalism are brought up.",538.0,89.23496822215284,1222.0,https://www.igdb.com/games/bioshock-infinite
418,501,91.2,13.0,0,1318896000.0,5.0,,Batman: Arkham City,28.415176689205023,5.0,86.85069711385133,1067.0,batman-arkham-city,"At a press conference held by Bruce Wayne to declare his opposition to Arkham City, TYGER mercenaries arrest and imprison him in Arkham City. Hugo Strange discloses his knowledge of Wayne's dual identity as Batman before releasing him into the prison's criminal populace. While Strange prepares to commence ""Protocol 10"", Wayne obtains his equipment via airdrop from Alfred Pennyworth, allowing him to become Batman. He first saves Catwoman from being executed by Two-Face, who hopes to gain respect by murdering her. After Joker attempts to assassinate Catwoman, Batman tracks him to his hideout in the Sionis Steelmill, believing Joker may know the truth behind Protocol 10. 
 
There, Batman learns that the unstable properties of the Titan formula are mutating in Joker's blood, gradually killing him. Joker captures Batman and performs a blood transfusion on him, infecting him with the same fatal disease. Joker also reveals that Gotham hospitals have been poisoned with his infected blood. Desperate to save himself and innocent citizens, Batman seeks out Mr. Freeze, who had been developing a cure but has since been kidnapped by the Penguin. 
 
Tracking Penguin to the Cyrus Pinkney National History Institute, Batman defeats his forces, his imprisoned monster Solomon Grundy, and ultimately the Penguin himself, before liberating Mr. Freeze. Freeze tells Batman that he has already developed the cure, but its instability renders it useless. Batman deduces that the restorative properties of Ra's al Ghul's blood can complete the cure. Batman tracks one of Ra's al Ghul's assassins to his underground lair, leading Batman into a confrontation with Ra's and his daughter Talia, Batman's former lover. With Ra's al Ghul's blood, Freeze is able to develop an antidote, but it is stolen by Harley Quinn before Batman can use it. 
 
When he returns to the Joker, Batman finds him restored to health. While the two fight, Strange activates Protocol 10, which is revealed to be a scheme to wipe out the entire population of Arkham City and destroy the criminal element of Gotham. The TYGER troops begin executing inmates as Strange launches missile strikes on Arkham's denizens from his base in Wonder Tower. A missile hits the steelmill, burying Batman under rubble. Before Joker can take advantage of the situation, Talia arrives and offers him immortality in exchange for sparing Batman's life. After escaping with the help of Catwoman, Batman is convinced by Alfred to end Protocol 10 before pursuing Talia and Joker. 
 
Batman infiltrates Wonder Tower and disables Protocol 10. Ra's al Ghul is revealed to be the true mastermind behind Arkham City and mortally wounds Strange for failing to defeat Batman. With his dying breath, Strange activates ""Protocol 11"", the self-destruction of Wonder Tower. Batman and Ra's escape, but Ra's commits suicide rather than risk capture. Joker contacts Batman, threatening to kill Talia unless Batman meets him at the Monarch Theater. Once Batman arrives, Joker demands the cure but is stabbed and apparently killed by Talia while distracted. Talia admits to stealing the cure from Quinn, when she is killed by a second Joker, still stricken with the disease. The healthy Joker that Talia stabbed then reanimates into the shapeshifting Clayface, who is revealed to have been masquerading as a healthy Joker all along at the ailing villain's request. 
 
Batman incapacitates Clayface, but Joker blows up the theater floor, sending Batman plummeting into Ra's' lair below. Batman destroys Ra's' rejuvenating Lazarus Pit before the Joker can use it, and drinks a portion of the antidote. Batman debates curing his foe but is attacked by Joker before he can act, causing the antidote vial to inadvertently smash. Batman admits that in spite of everything Joker had done, he would have saved him. After Joker finally succumbs to his illness and dies, Batman carries his body out of Arkham City. As Commissioner Gordon asks what happened, Batman places Joker's body on the hood of a police car and leaves in silence.","After the events of Batman: Arkham Asylum (2009), a section of the city of Gotham has been turned into a prison, designed to keep the scum of the city away from the people. Bruce Wayne protests this prison but is shortly kidnapped by the despicable Hugo Strange, thus having to face the city's most powerful villains as the Batman while trying to uncover Strange's plans.",501.0,89.02534855692566,1080.0,https://www.igdb.com/games/batman-arkham-city
419,117497,,,0,,,,Partisans 1941,28.4127969017589,1.0,,,partisans-1941,,"Partisans is a real-time tactical strategy with non-linear type of storytelling. This game is about soviet partisans and their activity during World war II. It’s focused on harsh reality in those times, when many people became reluctant heroes, and every feat required its price, and sometimes this price was extremely high. 
 
The game shows the war from a new, poorly explored angle. However, it is not a historical simulator, Partisans offers a unique interpretation of those times’ events. The game shows partisans’ everyday life, which is full of cold, hunger and wounds. Still there is a room for joy as well. Players would have to make tough choices, for example, they’ll have to decide whether to help civilians and betray their position or to walk past and stay unnoticed. The game give opportunities to prove oneself in a fight, to overcome the superior forces of the enemy using cunning and mother wit , and to leave the field when the situation is really bad.",,,,https://www.igdb.com/games/partisans-1941
420,29032,,,0,1546214400.0,,8.0,Pepper Grinder,28.22914583858011,1.0,,,pepper-grinder,,"""Pepper Grinder is an action platformer designed to be alot like oldschool Nintendo titles like Donkey Kong Country, Yoshi’s Island, and Super Mario World. Pepper uses her drill (Grinder, obviously) to plow through layers of soft dirt and launch herself into the air as she maneuvers herself across the landscape of each level.""",,,,https://www.igdb.com/games/pepper-grinder
421,5601,88.3333333333333,14.0,0,1453766400.0,,31.0,The Witness,28.19253581792393,48.0,83.6885325383964,203.0,the-witness,"You wake up, alone, on a strange island full of puzzles that will challenge and surprise you. 
 
You don't remember who you are, and you don't remember how you got here, but there's one thing you can do: explore the island in hope of discovering clues, regaining your memory, and somehow finding your way home. 
 
The Witness is a single-player game in an open world with dozens of locations to explore and over 500 puzzles. This game respects you as an intelligent player and it treats your time as precious. There's no filler; each of those puzzles brings its own new idea into the mix. So, this is a game full of ideas.","The Witness is an exploration-puzzle game. The game is being developed by a small, independent team, a mix of full-timers and contractors.",5601.0,86.01093293586484,217.0,https://www.igdb.com/games/the-witness
422,9856,,,0,1322611200.0,,,Real Warfare 1242,28.189928634264923,,40.0,0.0,real-warfare-1242,,"Russia during the XIII century was a huge state, much larger than any other European country. Split by internal conflicts, and yet standing strong against numerous outer threats, it was attacked by the infamous Mongol Horde. They came suddenly and pierced through the country like a blazing arrow. The native people fought valiantly, led by a fierce warrior and prince, Prince Alexander Nevsky.

Real Warfare: 1242, is a realistic real-time strategy game based on authentic historic events. It invites you to experience the glorious times of princes, knights and vast battles. The player’s goal is to direct Alexander Nevsky through meticulously recreated historic battlegrounds and achieve the greatest of victories by repelling the attacks of Teutonic and Swedish knights, bringing Lithuania to peace and eliminating every single invader in 1242.",,40.0,0.0,https://www.igdb.com/games/real-warfare-1242
423,19083,77.5,2.0,0,1466467200.0,,1.0,Drawful 2,27.96964618007209,1.0,79.8750268710903,7.0,drawful-2,,"The team behind the hit party games Fibbage, Quiplash, and YOU DON’T KNOW JACK presents Drawful 2, the game of terrible drawings and hilariously wrong answers! 
 
You use your phone or tablet to draw weird and funny things like “pitcher of nachos” or “death by trombone.” The other players type in what they think the (probably terrible) drawing is and those become the multiple-choice wrong answers. Then everyone - even an audience of potentially thousands – tries to guess the REAL answer. 
 
Drawful 2 is a go-to party game that everyone can play and enjoy!",,78.68751343554516,9.0,https://www.igdb.com/games/drawful-2
424,11367,70.0,1.0,0,1435795200.0,,,Anna's Quest,27.96964618007209,,89.67648927372879,6.0,annas-quest,"In a land far, far away lives a brave young girl called Anna. She lives a peaceful life in the forest with her grandfather, until a mysterious illness befalls him. And so Anna ventures forth to find a cure for him, but this world is a much more dangerous and bizarre place than she'd thought: putting her journey to a sudden end, the witch Winfriede kidnaps Anna to use her for an experiment.
 
Winfriede's experiment is a success – Anna develops telekinetic powers, but this is also where the witch’s schemes are foiled:  with the help of Ben, a boy who has been turned into a teddy bear, and new powers she can barely control, Anna manages to escape from her cell.
 
Together with Ben and her new impressive ability Anna is off for an adventure in the haunting world of Grimm's fairy-tales and European folklore. Witches, ghosts, trolls and cursed princesses: no matter if you have to save them or outsmart them – they all play their part in Anna's quest to find a cure for her grandfather.
 
And since there's no rest for the wicked, Winfriede breathes down Anna's neck, eager to reclaim her successful experiment at any cost.","Dragons, witches, trolls... No one can stop Anna. With her telekinesis, unorthodox use of torture instruments, a knack for improvisation and the help of a shady fox she just makes her way. She communes with the dead, shuts off the local taverns beer supply and gets old ladies behind bars...

The world of author Dane Krams' debut on the game development stage isn't as cuddly as it may seem. Anna however, is actually perfectly nice - or is she? It all starts with freeing talking teddy bear... Anna's Quest unfolds a hand-drawn, grim tale with a good dash of self-irony.",,79.8382446368644,7.0,https://www.igdb.com/games/annas-quest
425,3019,87.4,6.0,0,1469145600.0,,4.0,Starbound,27.96964618007209,30.0,72.6530749738619,92.0,starbound,,"You’ve fled your home, only to find yourself lost in space with a damaged ship. Your only option is to beam down to the planet below and gather the resources you need to repair your ship and set off to explore the vast, infinite universe… 
 
In Starbound, you create your own story - there’s no wrong way to play! You may choose to save the universe from the forces that destroyed your home, uncovering greater galactic mysteries in the process, or you may wish to forego a heroic journey entirely in favor of colonizing uncharted planets.",,80.02653748693095,98.0,https://www.igdb.com/games/starbound
426,11208,89.2916666666667,30.0,0,1487808000.0,,32.0,NieR: Automata,27.74651384312684,339.0,90.54732800531191,373.0,nier-automata,"""The distant future… 
 
Invaders from another world attack without warning, unleashing a new type of threat: weapons known as “machine lifeforms.” In the face of this insurmountable threat, mankind is driven from Earth and takes refuge on the Moon. 
 
The Council of Humanity organizes a resistance of android soldiers in an effort to take back their planet. To break the deadlock, the Resistance deploys a new unit of android infantry: YoRHa . 
 
In the forsaken wasteland below, the war between the machines and the androids rages on. A war that is soon to unveil the long-forgotten truth of this world..."" 
 
 
Nier: Automata shares the post-apocalyptic setting of the original Nier, taking place after the game's fourth ending. Characters such as Emil and minor characters from Nier will appear, while other characters from both Nier and Drakengard 3 are mentioned. Aside from this, the two games share no direct story connections. It will also retain the dark atmosphere and branching story paths common to the Drakengard series as a whole.","NieR: Automata is an upcoming action role-playing game developed by PlatinumGames and published by Square Enix for the PlayStation 4. 
 
The game is set in the same universe as NieR, a spin-off of the Drakengard series, and takes place several thousand years after the events of that game. Humanity has fled to the moon to escape an invading machine army from another world. Combat androids called YoRHa remain on the planet to fight in a proxy war against the invaders.",11208.0,89.9194973359893,403.0,https://www.igdb.com/games/nier-automata
427,107169,,,0,1577750400.0,,2.0,Neon Sword,27.744192099276983,,,,neon-sword,"Another crime goes unsolved in the city that is the cesspit of humanity, Not if you have any say in the matter as you start a personal crusade of revenge. 
Are you the hunter or the hunted? 
 
Time to turn Quaid City upside down, hosing the streets clean of the human vermin that infest the dark shadows out of the neon glare. 
You shape the destiny of Quaid City. 
 
Do you use commerce or violence as your weapons of choice? 
 
Purchase and manage businesses. 
 
Get on the property ladder as you build your income. 
 
Manage a deep and vibrant economy in a dynamic world that evolves around your actions. 
 
Strive to bring order to a city in the depths of despair. 
 
Will you be businessman or the ultimate bounty hunter? 
 
Customising your character for the perfect kill. with scores of weapons, skills and accessories that allow you to bring swift justice to the factions that stand between you and sweet revenge. 
The time has come to wield the Neon Sword.",Neon Sword is an open world 3rd person top down action roleplay game with elements of business simulation. The non-linear story has multiple choices that effect the world around you leading you down many paths; the person you become is shaped by your decisions made within the game.,,,,https://www.igdb.com/games/neon-sword
428,22483,,,0,1383264000.0,,,Immoral Ward,27.57564633845418,,,,immoral-ward,,,,,,https://www.igdb.com/games/immoral-ward
429,11118,85.85,24.0,0,1478822400.0,,73.0,Dishonored 2,27.52386690436842,225.0,86.1954947220273,216.0,dishonored-2,"Dishonored 2 is set 15 years after the Lord Regent has been vanquished and the dreaded Rat Plague has passed into history. An otherworldly usurper has seized the throne from Empress Emily Kaldwin, leaving the fate of the Isles hanging in the balance. As either Emily Kaldwin or Corvo Attano, travel beyond the legendary streets of Dunwall to Karnaca – a once-dazzling coastal city that holds the key to restoring Emily to power. Armed with the mark of the Outsider and powerful new supernatural abilities, hunt down your enemies and forever alter the fate of the Empire.","Reprise your role as a supernatural assassin in Dishonored 2. Play your way in a world where mysticism and industry collide. Will you choose to play as Empress Emily Kaldwin or the Royal Protector, Corvo Attano? Will you stalk your way through the game unseen, make full use of its brutal combat system, or use a blend of both? How will you combine your character’s unique set of powers, weapons and gadgets to eliminate your enemies? The story responds to your choices, leading to intriguing outcomes, as you play through each of the game’s hand-crafted missions.",11118.0,86.02274736101364,240.0,https://www.igdb.com/games/dishonored-2
430,17000,90.53846153846149,17.0,0,1456444800.0,,1.0,Stardew Valley,27.523626227767448,431.0,88.21386324389209,360.0,stardew-valley,"You’ve inherited your grandfather’s old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home? It won’t be easy. Ever since Joja Corporation came to town, the old ways of life have all but disappeared. The community center, once the town’s most vibrant hub of activity, now lies in shambles. But the valley seems full of opportunity. With a little dedication, you might just be the one to restore Stardew Valley to greatness!","Stardew Valley is an open-ended country-life RPG! You’ve inherited your grandfather’s old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home? It won’t be easy. Ever since Joja Corporation came to town, the old ways of life have all but disappeared. The community center, once the town’s most vibrant hub of activity, now lies in shambles. But the valley seems full of opportunity. With a little dedication, you might just be the one to restore Stardew Valley to greatness!",17000.0,89.37616239117679,377.0,https://www.igdb.com/games/stardew-valley
431,68855,,,0,1505952000.0,,,Blast Out,27.521323831783,,,,blast-out,,"Get ready for the wildest Top-Down Arena Brawler you’ve ever experienced. Navigate deadly arenas and battle it out against your enemies using over-the-top ability combos. Through a unique ability system, players can change and augment any character’s set of abilities to play exactly how they want to play.",,,,https://www.igdb.com/games/blast-out
432,90788,,,0,1507766400.0,,,Munchkin Match,27.29845556428902,,90.0,0.0,munchkin-match,,"Unique gameplay around every corner with many different strategies to win. Start your fantastic getaway to a relaxing, magical land now!

Match 3 candies to advance across Sweetopia. With new tasty treats and surprises waiting around every corner, you’ll uncover many secrets throughout your journey. Whether you’re looking for a fun way to relax, or a new way to challenge your brain, Munchkin Match’s mouthwatering designs will have you drooling for more!

Help Lemi and his friends on their journey to find the Secret Seventh Sweet! Playing as Lemi, you will venture across Sweetopia in search of the final candy to become the most powerful wizard. Throughout your adventure you will pop bubbles, discover toys, and become the ultimate hero of saving stars. Surrounded by all of the cookies, candy, fruit, and other treats Sweetopia is filled with, it’s no wonder Lemi always thinks with his stomach! Match more than three candies to reveal a variety of board clearing boosters. In a jam? Lemi’s six friendly Munchkins will help you blast through any obstacle that blocks your way. With a range of magical boosters, you can easily step up your game. Think you can be the king of all magic? Challenge your friends and family for the high score! 

Cool items and additional lives to help you on your adventure can be purchased with real money. The payment feature can be turned off by disabling in-app purchases in your device’s settings.

Munchkin Match Features
•	Hundreds of sugary sweet levels with more added every month!
•	Join the Munchkin Club for even more rewards.
•	Leaderboards to track your friends' and competitors' scores.
•	Easily sync the game between mobile and tablet devices.

Join the exclusive Munchkin Rewards Club!
Name of subscription: Munchkin Club Membership
Members of the Munchkin Rewards Club receives the following benefits:
•	Club Gift: You will receive a power-up bundle from the club the first time you log in every month!
•	Animated Avatar: Special animated avatar only for Munchkin Rewards Club members!
•	Member Sign: You get a V sign at the lower right corner of your avatar.
Length of free trial: 1 week
Length of subscription: 1 month
Price of subscription: Varies by region and is clearly listed on the subscription page. 

Your subscription is set to automatically renew. The price of the subscription will be charged to your iTunes account automatically on a monthly basis within 24-hours of the end of the current period, unless auto-renew is turned off 24 hours before the end of the current period. You can cancel and/ or manage your subscription, along with your auto-renewal, any time after your purchase by going to your iTunes Account Settings.

Already a fan of Munchkin Match? Like us on Facebook for giveaways, contests, the latest news, and more! https://www.facebook.com/MunchkinMatch/ 

Contact us directly at munchkin@microfun.com

Privacy Policy: http://www.microfun.com/privacy/privacy.html
Terms of Use: http://www.microfun.com/agreement.html",,90.0,0.0,https://www.igdb.com/games/munchkin-match
433,11292,81.5,4.0,0,1134000000.0,,,Rogue Galaxy,26.85519799081291,,74.54321778725611,11.0,rogue-galaxy,,"Rogue Galaxy is an action role playing game set in a futuristic fantasy universe, in which the player moves through a continuous environment with no load time between overworld exploration and battles. Battles occur as random encounters, Rogue Galaxy uses a real-time hack and slash combat system in which the player fights with a party of three characters. The player has direct control over only one character, although they can change which character that is at any time. The two NPCs fight independently of the player character, based on a strategy selected prior to the battle. Available strategies include fighting especially aggressively, targeting a specific enemy or not fighting at all. The strategy can also be changed at any time during the battle. Additionally, the player can issue specific orders to the NPCs during combat, such as having them use an item or activate one of their special abilities.",,78.02160889362807,15.0,https://www.igdb.com/games/rogue-galaxy
